file	line	pattern	function_context	anchor_id	scope_class
Scope-ActiveCode	0	retflag_parser	not_found_in_active_code	ABSENCE-OF-RETFLAG-PARSER	engine_core
Scope-ConsumerAudit	0	internal_eclipse_consumer	not_found_in_non_ui_non_test_scope	ABSENCE-OF-INTERNAL-ECLIPSE-CONSUMER	engine_core
Scope-Residual	0	residual_inventory	retained_matches	EG900	residual
src/jhora/const.py	116	longitude	<module>	EG900	engine_core
src/jhora/const.py	166	_TROPICAL_MODE	<module>	EG01	engine_core
src/jhora/const.py	390	longitude	<module>	EG900	engine_core
src/jhora/const.py	392	longitude	<module>	EG900	engine_core
src/jhora/const.py	420	longitude	<module>	EG900	engine_core
src/jhora/const.py	421	longitude	<module>	EG900	engine_core
src/jhora/const.py	606	longitude	<module>	EG900	engine_core
src/jhora/const.py	691	longitude	<module>	EG900	engine_core
src/jhora/const.py	734	Place	<module>	EG900	engine_core
src/jhora/const.py	735	Place	<module>	EG900	engine_core
src/jhora/const.py	736	Place	<module>	EG900	engine_core
src/jhora/const.py	743	Place	<module>	EG900	engine_core
src/jhora/const.py	743	longitude	<module>	EG900	engine_core
src/jhora/const.py	746	Place	<module>	EG900	engine_core
src/jhora/const.py	1029	latitude	<module>	EG900	engine_core
src/jhora/const.py	1030	latitude	<module>	EG900	engine_core
src/jhora/const.py	1031	latitude	<module>	EG900	engine_core
src/jhora/const.py	1045	longitude	<module>	EG900	engine_core
src/jhora/experiements/naadi_marriage.py	85	Place	_marriage_date_using_naadi_method	EG900	residual
src/jhora/experiements/naadi_marriage.py	87	longitude	_marriage_date_using_naadi_method	EG900	residual
src/jhora/experiements/naadi_marriage.py	94	Place	_marriage_date_using_naadi_method	EG900	residual
src/jhora/experiements/naadi_marriage.py	94	longitude	_marriage_date_using_naadi_method	EG900	residual
src/jhora/experiements/naadi_marriage.py	95	longitude	_marriage_date_using_naadi_method	EG900	residual
src/jhora/experiements/naadi_marriage.py	96	longitude	_marriage_date_using_naadi_method	EG900	residual
src/jhora/experiements/naadi_marriage.py	107	Place	_marriage_date_using_naadi_method	EG900	residual
src/jhora/experiements/naadi_marriage.py	108	Place	_marriage_date_using_naadi_method	EG900	residual
src/jhora/experiements/naadi_marriage.py	109	Place	_marriage_date_using_naadi_method	EG900	residual
src/jhora/experiements/naadi_marriage.py	111	Place	_marriage_date_using_naadi_method	EG900	residual
src/jhora/experiements/naadi_marriage.py	114	Place	_marriage_date_using_naadi_method	EG900	residual
src/jhora/horoscope/chart/arudhas.py	27	longitude	bhava_arudhas_from_planet_positions	EG900	residual
src/jhora/horoscope/chart/arudhas.py	110	longitude	graha_arudhas_from_planet_positions	EG900	residual
src/jhora/horoscope/chart/arudhas.py	163	Place	graha_arudhas	EG900	residual
src/jhora/horoscope/chart/arudhas.py	167	Place	graha_arudhas	EG900	residual
src/jhora/horoscope/chart/ashtakavarga.py	91	Place	_ekadhipatya_sodhana	EG900	residual
src/jhora/horoscope/chart/ashtakavarga.py	96	Place	_ekadhipatya_sodhana	EG900	residual
src/jhora/horoscope/chart/ashtakavarga.py	103	Place	_ekadhipatya_sodhana	EG900	residual
src/jhora/horoscope/chart/ashtakavarga.py	106	Place	_ekadhipatya_sodhana	EG900	residual
src/jhora/horoscope/chart/ashtakavarga.py	110	Place	_ekadhipatya_sodhana	EG900	residual
src/jhora/horoscope/chart/ashtakavarga.py	113	Place	_ekadhipatya_sodhana	EG900	residual
src/jhora/horoscope/chart/charts.py	65	Place	rasi_chart	EG900	residual
src/jhora/horoscope/chart/charts.py	71	Place	rasi_chart	EG900	residual
